territory,territory_order,territory_type,average_rent_price,year_quarter
Sant Andreu,60,Neighbourhood,805.288302872063,2019Q1
la Verneda i la Pau,73,Neighbourhood,764.6212,2019Q1
Sant Antoni,10,Neighbourhood,994.909158040028,2019Q1
el Besòs i el Maresme,70,Neighbourhood,694.765588235294,2019Q1
Vallbona,56,Neighbourhood,581.969090909091,2019Q1
Catalunya,-1,Autonomous Community,711.313815767356,2019Q1
la Sagrera,61,Neighbourhood,807.632732240437,2019Q1
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1162.32162955945,2019Q1
Sant Gervasi - la Bonanova,25,Neighbourhood,1226.39770212766,2019Q1
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,815.822471264368,2019Q1
el Baix Guinardó,33,Neighbourhood,859.128484848485,2019Q1
la Teixonera,38,Neighbourhood,738.872560553633,2019Q1
Sants - Badal,17,Neighbourhood,851.584404761905,2019Q1
la Marina de Port,13,Neighbourhood,766.252700729927,2019Q1
la Guineueta,48,Neighbourhood,744.155925925926,2019Q1
la Trinitat Vella,57,Neighbourhood,601.177333333333,2019Q1
Provençals del Poblenou,71,Neighbourhood,959.154380952381,2019Q1
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1372.38190031153,2019Q1
Horta-Guinardó,7,District,776.609296394019,2019Q1
el Guinardó,35,Neighbourhood,789.831945392492,2019Q1
el Raval,1,Neighbourhood,850.112343182996,2019Q1
la Vila de Gràcia,31,Neighbourhood,962.954187173751,2019Q1
la Nova Esquerra de l'Eixample,9,Neighbourhood,1008.48814606742,2019Q1
la Clota,42,Neighbourhood,666.184545454546,2019Q1
el Congrés i els Indians,62,Neighbourhood,793.427225609756,2019Q1
Sants,18,Neighbourhood,877.78851519337,2019Q1
la Verneda i la Pau,73,Neighbourhood,778.41091383812,2019Q1
Ciutat Meridiana,55,Neighbourhood,575.428571428571,2019Q1
Vilapicina i la Torre Llobeta,44,Neighbourhood,781.727345890411,2019Q1
el Bon Pastor,59,Neighbourhood,685.571772151899,2019Q1
el Clot,65,Neighbourhood,856.542083333333,2019Q1
Vallcarca i els Penitents,28,Neighbourhood,907.512083333333,2019Q1
la Font de la Guatlla,14,Neighbourhood,857.553,2019Q1
Porta,45,Neighbourhood,751.420593692022,2019Q1
la Font d'en Fargues,36,Neighbourhood,796.5,2019Q1
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1122.97591170825,2019Q1
Sant Andreu,9,District,787.891082802547,2019Q1
Provençals del Poblenou,71,Neighbourhood,982.026531100479,2019Q1
Sarrià-Sant Gervasi,5,District,1266.12981702466,2019Q1
Horta-Guinardó,7,District,794.883130136987,2019Q1
la Salut,30,Neighbourhood,918.309355670103,2019Q1
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,990.18092879257,2019Q1
Can Baró,34,Neighbourhood,769.06158490566,2019Q1
les Tres Torres,24,Neighbourhood,1657.02644607843,2019Q1
Sants-Montjuïc,3,District,841.494474693251,2019Q1
el Putxet i el Farró,27,Neighbourhood,1057.05936908517,2019Q1
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,996.353492537314,2019Q1
Can Baró,34,Neighbourhood,791.247567567568,2019Q1
la Vila Olímpica del Poblenou,67,Neighbourhood,1304.03703703704,2019Q1
el Fort Pienc,5,Neighbourhood,1012.41236013986,2019Q1
les Corts,19,Neighbourhood,1097.23854375897,2019Q1
Sant Martí,10,District,905.842892561983,2019Q1
Sarrià-Sant Gervasi,5,District,1316.5656202058,2019Q1
Eixample,2,District,1093.6978297253,2019Q1
la Dreta de l'Eixample,7,Neighbourhood,1269.12489402697,2019Q1
Ciutat Meridiana,55,Neighbourhood,562.082301587302,2019Q1
Catalunya,-1,Autonomous Community,735.363020077527,2019Q1
la Vall d'Hebron,41,Neighbourhood,870.157142857143,2019Q1
Sarrià,23,Neighbourhood,1375.10323604061,2019Q1
Sants,18,Neighbourhood,872.993977272727,2019Q1
Sant Martí de Provençals,72,Neighbourhood,840.157265625,2019Q1
Nou Barris,8,District,704.516461634048,2019Q1
Ciutat Vella,1,District,924.513140425532,2019Q1
la Guineueta,48,Neighbourhood,751.028378378378,2019Q1
el Fort Pienc,5,Neighbourhood,957.243914590747,2019Q1
la Sagrada Família,6,Neighbourhood,936.349696356275,2019Q1
Sant Gervasi - Galvany,26,Neighbourhood,1357.86262650602,2019Q1
la Sagrada Família,6,Neighbourhood,960.212675771371,2019Q1
les Roquetes,50,Neighbourhood,621.170968992248,2019Q1
la Vila Olímpica del Poblenou,67,Neighbourhood,1361.65166666667,2019Q1
la Maternitat i Sant Ramon,20,Neighbourhood,1009.2089093702,2019Q1
Les Corts,4,District,1156.95133478261,2019Q1
Sarrià,23,Neighbourhood,1297.71791208791,2019Q1
les Corts,19,Neighbourhood,1070.03476047904,2019Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1103.49588235294,2019Q1
la Trinitat Nova,53,Neighbourhood,612.291666666667,2019Q1
Montbau,40,Neighbourhood,780.357142857143,2019Q1
Horta,43,Neighbourhood,776.995757575758,2019Q1
la Barceloneta,3,Neighbourhood,895.897038961039,2019Q1
Sant Antoni,10,Neighbourhood,986.227880794702,2019Q1
el Besòs i el Maresme,70,Neighbourhood,738.080047058823,2019Q1
Barcelona,-1,Municipality,944.434349283043,2019Q1
Baró de Viver,58,Neighbourhood,486.2,2019Q1
les Roquetes,50,Neighbourhood,636.075,2019Q1
la Vall d'Hebron,41,Neighbourhood,864.646851851852,2019Q1
el Camp de l'Arpa del Clot,64,Neighbourhood,855.99569124424,2019Q1
Torre Baró,54,Neighbourhood,471.76,2019Q1
el Coll,29,Neighbourhood,801.983504672897,2019Q1
Metropolità de Barcelona,-1,Functional Territorial Area,816.453829343684,2019Q1
Metropolità de Barcelona,-1,Functional Territorial Area,844.288701082132,2019Q1
el Bon Pastor,59,Neighbourhood,705.77488372093,2019Q1
la Font de la Guatlla,14,Neighbourhood,865.921,2019Q1
Navas,63,Neighbourhood,855.275840707965,2019Q1
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,937.289706840391,2019Q1
la Vila de Gràcia,31,Neighbourhood,933.429341142021,2019Q1
Nou Barris,8,District,694.996828402367,2019Q1
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,983.35773089172,2019Q1
el Poblenou,68,Neighbourhood,952.549145907473,2019Q1
Sant Andreu,60,Neighbourhood,795.262222222222,2019Q1
Barcelona,-1,Municipality,978.806633914297,2019Q1
Horta,43,Neighbourhood,782.93826709062,2019Q1
la Marina del Prat Vermell - AEI Zona Franca,12,Neighbourhood,374.349682539683,2019Q1
la Dreta de l'Eixample,7,Neighbourhood,1307.61684159846,2019Q1
Sants-Montjuïc,3,District,828.555095307918,2019Q1
el Clot,65,Neighbourhood,828.776264367816,2019Q1
Sant Martí de Provençals,72,Neighbourhood,837.578543897216,2019Q1
Sant Genís dels Agudells,39,Neighbourhood,738.544,2019Q1
Ciutat Vella,1,District,945.53014084507,2019Q1
la Prosperitat,52,Neighbourhood,684.400576576577,2019Q1
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1205.65493506493,2019Q1
el Turó de la Peira,46,Neighbourhood,685.25099009901,2019Q1
el Poblenou,68,Neighbourhood,1004.72349056604,2019Q1
el Raval,1,Neighbourhood,822.560100200401,2019Q1
la Salut,30,Neighbourhood,883.367572815534,2019Q1
Les Corts,4,District,1111.20303308824,2019Q1
Hostafrancs,15,Neighbourhood,830.559137931034,2019Q1
Vilapicina i la Torre Llobeta,44,Neighbourhood,758.504012345679,2019Q1
Navas,63,Neighbourhood,853.360618336887,2019Q1
la Trinitat Nova,53,Neighbourhood,606.733103448276,2019Q1
Sant Martí,10,District,941.712388607373,2019Q1
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1231.1904040404,2019Q1
Montbau,40,Neighbourhood,793.926101694915,2019Q1
la Teixonera,38,Neighbourhood,704.440677966102,2019Q1
Sant Andreu,9,District,796.311279030628,2019Q1
les Tres Torres,24,Neighbourhood,1645.89912087912,2019Q1
Gràcia,6,District,920.718296354992,2019Q1
la Marina de Port,13,Neighbourhood,714.899727272727,2019Q1
Eixample,2,District,1060.60431912486,2019Q1
el Parc i la Llacuna del Poblenou,66,Neighbourhood,950.807741935484,2019Q1
la Bordeta,16,Neighbourhood,851.220556962025,2019Q1
la Barceloneta,3,Neighbourhood,891.33376146789,2019Q1
Sant Gervasi - la Bonanova,25,Neighbourhood,1304.34182291667,2019Q1
Verdun,51,Neighbourhood,633.235696202532,2019Q1
el Congrés i els Indians,62,Neighbourhood,772.340425531915,2019Q1
Sant Gervasi - Galvany,26,Neighbourhood,1397.27300450958,2019Q1
Gràcia,6,District,957.733596233079,2019Q1
el Parc i la Llacuna del Poblenou,66,Neighbourhood,1014.72445977012,2019Q1
Verdun,51,Neighbourhood,663.395923344948,2019Q1
la Bordeta,16,Neighbourhood,844.10775,2019Q1
el Putxet i el Farró,27,Neighbourhood,1086.41943946188,2019Q1
Sant Genís dels Agudells,39,Neighbourhood,759.176470588235,2019Q1
la Nova Esquerra de l'Eixample,9,Neighbourhood,1053.83239266547,2019Q1
el Camp de l'Arpa del Clot,64,Neighbourhood,845.253101265823,2019Q1
la Maternitat i Sant Ramon,20,Neighbourhood,938.490136054422,2019Q1
el Turó de la Peira,46,Neighbourhood,697.247975,2019Q1
el Barri Gòtic,2,Neighbourhood,1060.90831967213,2019Q1
el Carmel,37,Neighbourhood,685.098030726257,2019Q1
el Baix Guinardó,33,Neighbourhood,882.010785070785,2019Q1
Sants - Badal,17,Neighbourhood,823.501188118812,2019Q1
la Font d'en Fargues,36,Neighbourhood,885.612448979592,2019Q1
el Guinardó,35,Neighbourhood,819.047778801843,2019Q1
Vallcarca i els Penitents,28,Neighbourhood,972.220788530466,2019Q1
el Coll,29,Neighbourhood,750.571428571429,2019Q1
el Carmel,37,Neighbourhood,670.600815217391,2019Q1
Pedralbes,21,Neighbourhood,1860.55898039216,2019Q1
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,837.053804765565,2019Q1
Pedralbes,21,Neighbourhood,1732.45698412698,2019Q1
Hostafrancs,15,Neighbourhood,809.959166666667,2019Q1
Can Peguera,47,Neighbourhood,419.427142857143,2019Q1
Porta,45,Neighbourhood,722.800681818182,2019Q1
la Sagrera,61,Neighbourhood,817.348314285715,2019Q1
Canyelles,49,Neighbourhood,752.082549019608,2019Q1
Canyelles,49,Neighbourhood,791.872142857143,2019Q1
el Barri Gòtic,2,Neighbourhood,1097.29012359551,2019Q1
la Trinitat Vella,57,Neighbourhood,602.875506329114,2019Q1
la Prosperitat,52,Neighbourhood,677.4144375,2019Q1
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1139.78413441955,2019Q2
Metropolità de Barcelona,-1,Functional Territorial Area,833.111691847364,2019Q2
la Teixonera,38,Neighbourhood,725.896103896104,2019Q2
Porta,45,Neighbourhood,775.279411764706,2019Q2
el Carmel,37,Neighbourhood,666.914375,2019Q2
el Besòs i el Maresme,70,Neighbourhood,844.533838383838,2019Q2
la Maternitat i Sant Ramon,20,Neighbourhood,972.979171974522,2019Q2
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1121.55,2019Q2
Canyelles,49,Neighbourhood,756.388888888889,2019Q2
el Fort Pienc,5,Neighbourhood,988.658669201521,2019Q2
Horta,43,Neighbourhood,760.583129251701,2019Q2
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1388.11178082192,2019Q2
la Dreta de l'Eixample,7,Neighbourhood,1277.90429718875,2019Q2
la Trinitat Nova,53,Neighbourhood,640.184482758621,2019Q2
la Barceloneta,3,Neighbourhood,924.047676767677,2019Q2
Hostafrancs,15,Neighbourhood,824.158367346939,2019Q2
el Poblenou,68,Neighbourhood,996.652574626866,2019Q2
Ciutat Meridiana,55,Neighbourhood,559.794117647059,2019Q2
la Guineueta,48,Neighbourhood,723.131666666667,2019Q2
la Bordeta,16,Neighbourhood,859.516853932584,2019Q2
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,978.252397260274,2019Q2
la Vila de Gràcia,31,Neighbourhood,951.193146417446,2019Q2
la Verneda i la Pau,73,Neighbourhood,798.103673469388,2019Q2
el Camp de l'Arpa del Clot,64,Neighbourhood,844.250514285714,2019Q2
Sant Martí de Provençals,72,Neighbourhood,844.059829059829,2019Q2
el Putxet i el Farró,27,Neighbourhood,1115.70674626866,2019Q2
la Vila Olímpica del Poblenou,67,Neighbourhood,1444.616,2019Q2
la Trinitat Vella,57,Neighbourhood,614.681818181818,2019Q2
el Turó de la Peira,46,Neighbourhood,702.3925,2019Q2
Sarrià-Sant Gervasi,5,District,1297.69247095275,2019Q2
el Barri Gòtic,2,Neighbourhood,1112.09367924528,2019Q2
la Sagrera,61,Neighbourhood,807.527081081081,2019Q2
el Raval,1,Neighbourhood,866.972869022869,2019Q2
el Baix Guinardó,33,Neighbourhood,866.842897727273,2019Q2
Sant Gervasi - la Bonanova,25,Neighbourhood,1309.96630630631,2019Q2
Les Corts,4,District,1131.54945155393,2019Q2
Sants,18,Neighbourhood,867.479255952381,2019Q2
la Prosperitat,52,Neighbourhood,673.674444444444,2019Q2
el Coll,29,Neighbourhood,819.84875,2019Q2
Verdun,51,Neighbourhood,653.336507936508,2019Q2
la Font d'en Fargues,36,Neighbourhood,1044.03727272727,2019Q2
Provençals del Poblenou,71,Neighbourhood,960.132342342342,2019Q2
el Guinardó,35,Neighbourhood,824.994381625442,2019Q2
les Tres Torres,24,Neighbourhood,1602.4908988764,2019Q2
les Roquetes,50,Neighbourhood,625.326973684211,2019Q2
Gràcia,6,District,957.645029093932,2019Q2
Sant Gervasi - Galvany,26,Neighbourhood,1360.33977876106,2019Q2
Sant Genís dels Agudells,39,Neighbourhood,705.1,2019Q2
Ciutat Vella,1,District,960.209731423456,2019Q2
Sant Andreu,60,Neighbourhood,800.90445229682,2019Q2
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,1010.14073846154,2019Q2
Sant Andreu,9,District,787.593409703504,2019Q2
la Vall d'Hebron,41,Neighbourhood,796.633076923077,2019Q2
el Congrés i els Indians,62,Neighbourhood,782.662337662338,2019Q2
Sant Antoni,10,Neighbourhood,985.176507042253,2019Q2
la Marina de Port,13,Neighbourhood,753.092672413793,2019Q2
Navas,63,Neighbourhood,836.935526315789,2019Q2
Pedralbes,21,Neighbourhood,1746.70769230769,2019Q2
Vilapicina i la Torre Llobeta,44,Neighbourhood,773.74625,2019Q2
el Bon Pastor,59,Neighbourhood,659.189210526316,2019Q2
Nou Barris,8,District,704.67728729963,2019Q2
Sarrià,23,Neighbourhood,1334.22213872832,2019Q2
Can Baró,34,Neighbourhood,764.540983606557,2019Q2
Sant Martí,10,District,949.417385352499,2019Q2
el Parc i la Llacuna del Poblenou,66,Neighbourhood,1066.57849206349,2019Q2
Sants-Montjuïc,3,District,837.354850444624,2019Q2
Barcelona,-1,Municipality,968.889172214647,2019Q2
Vallcarca i els Penitents,28,Neighbourhood,1028.9204964539,2019Q2
Horta-Guinardó,7,District,785.728307123034,2019Q2
Catalunya,-1,Autonomous Community,724.89113284151,2019Q2
la Nova Esquerra de l'Eixample,9,Neighbourhood,1032.85406060606,2019Q2
la Font de la Guatlla,14,Neighbourhood,854.167384615385,2019Q2
la Sagrada Família,6,Neighbourhood,942.894700854701,2019Q2
Montbau,40,Neighbourhood,802.395833333333,2019Q2
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,823.403069620253,2019Q2
les Corts,19,Neighbourhood,1085.11944615385,2019Q2
la Salut,30,Neighbourhood,899.19375,2019Q2
Eixample,2,District,1073.2773229572,2019Q2
Sants - Badal,17,Neighbourhood,858.425542168675,2019Q2
el Clot,65,Neighbourhood,829.444415584416,2019Q2
la Vila Olímpica del Poblenou,67,Neighbourhood,1332.44117647059,2019Q3
Sarrià,23,Neighbourhood,1449.45857142857,2019Q3
la Dreta de l'Eixample,7,Neighbourhood,1348.85050403226,2019Q3
Vilapicina i la Torre Llobeta,44,Neighbourhood,792.150260869565,2019Q3
Nou Barris,8,District,702.182521008403,2019Q3
la Guineueta,48,Neighbourhood,721.11,2019Q3
Diagonal Mar i el Front Marítim del Poblenou,69,Neighbourhood,1409.44582089552,2019Q3
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1355.47619047619,2019Q3
Sant Andreu,60,Neighbourhood,805.012955465587,2019Q3
Ciutat Vella,1,District,960.271230342276,2019Q3
les Corts,19,Neighbourhood,1113.9186259542,2019Q3
la Nova Esquerra de l'Eixample,9,Neighbourhood,1081.39676282051,2019Q3
la Trinitat Nova,53,Neighbourhood,617.944838709677,2019Q3
Sant Martí de Provençals,72,Neighbourhood,829.728035714286,2019Q3
el Clot,65,Neighbourhood,899.118881578947,2019Q3
Sant Gervasi - la Bonanova,25,Neighbourhood,1317.00958174905,2019Q3
Ciutat Meridiana,55,Neighbourhood,532.6188,2019Q3
el Poblenou,68,Neighbourhood,1024.26810077519,2019Q3
la Vall d'Hebron,41,Neighbourhood,830.0,2019Q3
el Guinardó,35,Neighbourhood,819.712695652174,2019Q3
Sant Martí,10,District,948.436360294117,2019Q3
Sant Andreu,9,District,798.793328244275,2019Q3
el Bon Pastor,59,Neighbourhood,654.335294117647,2019Q3
Sant Gervasi - Galvany,26,Neighbourhood,1412.24036876356,2019Q3
la Sagrera,61,Neighbourhood,827.117565789474,2019Q3
el Congrés i els Indians,62,Neighbourhood,805.897435897436,2019Q3
el Parc i la Llacuna del Poblenou,66,Neighbourhood,959.578189655172,2019Q3
Catalunya,-1,Autonomous Community,755.385675787154,2019Q3
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1194.3560106383,2019Q3
la Salut,30,Neighbourhood,926.407731958763,2019Q3
Vallcarca i els Penitents,28,Neighbourhood,953.727913669065,2019Q3
Horta,43,Neighbourhood,788.648642857143,2019Q3
Pedralbes,21,Neighbourhood,1950.05492957746,2019Q3
la Prosperitat,52,Neighbourhood,696.310743801653,2019Q3
Metropolità de Barcelona,-1,Functional Territorial Area,868.527330985379,2019Q3
el Carmel,37,Neighbourhood,703.3125,2019Q3
Verdun,51,Neighbourhood,696.07756097561,2019Q3
Les Corts,4,District,1179.69348733234,2019Q3
Eixample,2,District,1114.50845346396,2019Q3
la Font d'en Fargues,36,Neighbourhood,880.161290322581,2019Q3
la Font de la Guatlla,14,Neighbourhood,881.517032967033,2019Q3
Horta-Guinardó,7,District,805.162259713701,2019Q3
Sants,18,Neighbourhood,884.28591280654,2019Q3
Provençals del Poblenou,71,Neighbourhood,996.372111111111,2019Q3
el Coll,29,Neighbourhood,813.765957446809,2019Q3
el Besòs i el Maresme,70,Neighbourhood,728.342,2019Q3
la Barceloneta,3,Neighbourhood,871.624698795181,2019Q3
Hostafrancs,15,Neighbourhood,834.647037037037,2019Q3
la Sagrada Família,6,Neighbourhood,979.620512295082,2019Q3
la Marina de Port,13,Neighbourhood,790.108765432099,2019Q3
Sants-Montjuïc,3,District,864.693691437803,2019Q3
les Tres Torres,24,Neighbourhood,1614.83339449541,2019Q3
Sant Genís dels Agudells,39,Neighbourhood,756.0,2019Q3
el Fort Pienc,5,Neighbourhood,1031.29596491228,2019Q3
"Sant Pere, Santa Caterina i la Ribera",4,Neighbourhood,1020.22554572271,2019Q3
la Verneda i la Pau,73,Neighbourhood,770.2478125,2019Q3
el Camp de l'Arpa del Clot,64,Neighbourhood,879.490824742268,2019Q3
Barcelona,-1,Municipality,1005.78659334551,2019Q3
Canyelles,49,Neighbourhood,714.444444444444,2019Q3
Sant Antoni,10,Neighbourhood,987.164039900249,2019Q3
el Raval,1,Neighbourhood,869.069703196347,2019Q3
la Vila de Gràcia,31,Neighbourhood,991.464203338391,2019Q3
la Bordeta,16,Neighbourhood,832.910549450549,2019Q3
Porta,45,Neighbourhood,749.168181818182,2019Q3
Montbau,40,Neighbourhood,792.368421052632,2019Q3
Navas,63,Neighbourhood,864.592547169811,2019Q3
Gràcia,6,District,976.735992094862,2019Q3
les Roquetes,50,Neighbourhood,612.278490566038,2019Q3
Can Baró,34,Neighbourhood,762.519230769231,2019Q3
Sarrià-Sant Gervasi,5,District,1335.04836909871,2019Q3
el Camp d'en Grassot i Gràcia Nova,32,Neighbourhood,996.33350931677,2019Q3
el Poble Sec - AEI Parc Montjuïc,11,Neighbourhood,865.8116,2019Q3
la Trinitat Vella,57,Neighbourhood,569.863235294118,2019Q3
la Maternitat i Sant Ramon,20,Neighbourhood,1040.34014492754,2019Q3
la Teixonera,38,Neighbourhood,773.722121212121,2019Q3
el Turó de la Peira,46,Neighbourhood,690.024791666667,2019Q3
el Baix Guinardó,33,Neighbourhood,902.227653061224,2019Q3
el Putxet i el Farró,27,Neighbourhood,1070.23529051988,2019Q3
Sants - Badal,17,Neighbourhood,888.301846153846,2019Q3
el Barri Gòtic,2,Neighbourhood,1082.35004524887,2019Q3
la Salut,30,Neighbourhood,954.428189655173,2019Q4
la Marina del Prat Vermell - AEI Zona Franca,12,Neighbourhood,350.519821428571,2019Q4
Pedralbes,21,Neighbourhood,2023.35446428571,2019Q4
l'Antiga Esquerra de l'Eixample,8,Neighbourhood,1187.55085981308,2019Q4
Ciutat Vella,1,District,939.008155422715,2019Q4
el Besòs i el Maresme,70,Neighbourhood,693.784736842105,2019Q4
la Barceloneta,3,Neighbourhood,892.972446808511,2019Q4
Sant Andreu,60,Neighbourhood,819.271118210863,2019Q4
Catalunya,-1,Autonomous Community,750.874192762365,2019Q4
el Clot,65,Neighbourhood,871.617202380952,2019Q4
Sant Andreu,9,District,810.826831432193,2019Q4
la Trinitat Nova,53,Neighbourhood,561.3875,2019Q4
el Coll,29,Neighbourhood,817.547419354839,2019Q4
la Vila Olímpica del Poblenou,67,Neighbourhood,1357.81818181818,2019Q4
la Marina de Port,13,Neighbourhood,816.666634615385,2019Q4
Verdun,51,Neighbourhood,668.737301587302,2019Q4
el Carmel,37,Neighbourhood,700.166887755102,2019Q4
Barcelona,-1,Municipality,995.591257275033,2019Q4
"Vallvidrera, el Tibidabo i les Planes",22,Neighbourhood,1220.0,2019Q4
Hostafrancs,15,Neighbourhood,854.400740740741,2019Q4
la Sagrada Família,6,Neighbourhood,979.988956356736,2019Q4
el Congrés i els Indians,62,Neighbourhood,816.697848101266,2019Q4
Sant Genís dels Agudells,39,Neighbourhood,740.166666666667,2019Q4
Can Baró,34,Neighbourhood,755.910256410256,2019Q4
Navas,63,Neighbourhood,856.783088235294,2019Q4
el Fort Pienc,5,Neighbourhood,1064.3733968254,2019Q4
